technology,parameter,year,value,unit,currency_year,financial_case,scenario,source,further description
PHS,discount rate,2035,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
PHS,discount rate,2035,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
PHS,discount rate,2040,0.0481937880466246,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
PHS,discount rate,2040,0.0481937880466246,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
PHS,discount rate,2040,0.0481937880466246,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
PHS,discount rate,2040,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
PHS,discount rate,2040,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
PHS,discount rate,2040,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
PHS,discount rate,2045,0.0481958813505439,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
PHS,discount rate,2045,0.0481958813505439,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
PHS,discount rate,2045,0.0481958813505439,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
PHS,discount rate,2045,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
PHS,discount rate,2045,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
PHS,discount rate,2045,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
PHS,discount rate,2050,0.0481958813505439,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
PHS,discount rate,2050,0.0481958813505439,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
PHS,discount rate,2050,0.0481958813505439,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
PHS,discount rate,2050,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
PHS,discount rate,2050,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
PHS,discount rate,2050,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2025,0.0481937880466246,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2025,0.0481937880466246,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2025,0.0481937880466246,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2025,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2025,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2025,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2030,0.0481937880466246,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2030,0.0481937880466246,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2030,0.0481937880466246,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2030,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2030,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2030,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2035,0.0481937880466246,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2035,0.0481937880466246,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2035,0.0481937880466246,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2035,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2035,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2035,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2040,0.0481937880466246,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2040,0.0481937880466246,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2040,0.0481937880466246,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2040,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2040,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2040,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2045,0.0481958813505439,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2045,0.0481958813505439,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2045,0.0481958813505439,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2045,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2045,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2045,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2050,0.0481958813505439,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2050,0.0481958813505439,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2050,0.0481958813505439,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
ror,discount rate,2050,0.0383600809886244,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
ror,discount rate,2050,0.0383600809886244,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
ror,discount rate,2050,0.0383600809886244,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2025,0.0461592747895283,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2025,0.0461592747895283,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2025,0.0461592747895283,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2025,0.0364480268090299,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2025,0.0364480268090299,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2025,0.0364480268090299,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2030,0.0461590732529815,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2030,0.0461590732529815,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2030,0.0461590732529815,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2030,0.0364480268090299,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2030,0.0364480268090299,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2030,0.0364480268090299,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2035,0.0461588052507387,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2035,0.0461588052507387,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2035,0.0461588052507387,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2035,0.0364480268090299,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2035,0.0364480268090299,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2035,0.0364480268090299,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2040,0.0461586681402786,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2040,0.0461586681402786,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2040,0.0461586681402786,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2040,0.0364480268090299,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2040,0.0364480268090299,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2040,0.0364480268090299,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2045,0.0461585096202741,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2045,0.0461585096202741,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2045,0.0461585096202741,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2045,0.0364480268090299,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2045,0.0364480268090299,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2045,0.0364480268090299,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2050,0.0461583242514692,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2050,0.0461583242514692,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2050,0.0461583242514692,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2050,0.0364480268090299,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2050,0.0364480268090299,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-rooftop,discount rate,2050,0.0364480268090299,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2025,0.04194588203946,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2025,0.04194588203946,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2025,0.04194588203946,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2025,0.0342774493840203,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2025,0.0342774493840203,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2025,0.0342774493840203,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2030,0.0438437157985803,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2030,0.0438437157985803,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2030,0.0438437157985803,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2030,0.0342774493840203,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2030,0.0342774493840203,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2030,0.0342774493840203,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2035,0.0467530940390637,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2035,0.0467530940390637,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2035,0.0467530940390637,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2035,0.0342774493840203,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2035,0.0342774493840203,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2035,0.0342774493840203,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2040,0.0478889864560654,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2040,0.0478889864560654,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2040,0.0478889864560654,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2040,0.0342774493840203,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2040,0.0342774493840203,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2040,0.0342774493840203,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2045,0.0491950551630065,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2045,0.0491950551630065,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2045,0.0491950551630065,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2045,0.0342774493840203,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2045,0.0342774493840203,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2045,0.0342774493840203,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2050,0.0507126462365808,per unit,2022,Market,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2050,0.0507126462365808,per unit,2022,Market,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2050,0.0507126462365808,per unit,2022,Market,Conservative,"NREL, NREL ATB 2024",
solar-utility,discount rate,2050,0.0342774493840203,per unit,2022,R&D,Advanced,"NREL, NREL ATB 2024",
solar-utility,discount rate,2050,0.0342774493840203,per unit,2022,R&D,Moderate,"NREL, NREL ATB 2024",
solar-utility,discount rate,2050,0.0342774493840203,per unit,2022,R&D,Conservative,"NREL, NREL ATB 2024",
